,usuarioID,productID,Rating,timestamp
89,3409,17,1.0,1388707200.0
90,3600,17,4.0,1399075200.0
91,200,17,5.0,1384646400.0
92,4137,17,4.0,1405036800.0
93,3046,17,5.0,1390176000.0
94,710,17,5.0,1393545600.0
95,2181,17,5.0,1384905600.0
96,172,17,5.0,1396396800.0
97,1346,17,5.0,1389657600.0
98,344,18,5.0,1361232000.0
99,2958,18,5.0,1388361600.0
100,1961,18,4.0,1348185600.0
101,4530,19,4.0,1389484800.0
102,1123,20,5.0,1390003200.0
103,3913,20,4.0,1397606400.0
104,3247,20,5.0,1399248000.0
105,3245,20,5.0,1390176000.0
106,2342,20,5.0,1403827200.0
107,3604,20,4.0,1402876800.0
108,1686,20,5.0,1399766400.0
109,3838,20,5.0,1395964800.0
110,999,20,1.0,1390003200.0
111,4461,20,5.0,1372032000.0
112,2253,20,3.0,1369440000.0
113,1867,20,5.0,1402790400.0
114,4117,20,5.0,1383868800.0
115,4468,20,5.0,1394323200.0
116,1636,20,1.0,1375401600.0
117,4663,20,3.0,1377907200.0
118,705,20,5.0,1389830400.0
119,1370,20,1.0,1384732800.0
120,1758,20,4.0,1385424000.0
121,4650,20,5.0,1404864000.0
122,2374,20,5.0,1395273600.0
123,580,20,5.0,1400803200.0
124,2172,20,4.0,1398643200.0
125,1524,20,5.0,1401840000.0
126,1070,20,4.0,1399420800.0
127,4186,20,3.0,1379462400.0
128,3470,20,5.0,1404950400.0
129,4845,20,5.0,1399248000.0
130,2416,20,5.0,1368576000.0
131,1405,20,5.0,1398643200.0
132,1030,20,4.0,1372291200.0
133,2947,21,5.0,1403827200.0
134,4414,21,5.0,1403654400.0
135,4441,21,5.0,1398384000.0
136,2132,21,5.0,1398816000.0
137,2044,21,5.0,1399075200.0
138,589,21,5.0,1370649600.0
139,20,21,5.0,1399507200.0
140,677,21,2.0,1382832000.0
141,3594,21,5.0,1384473600.0
142,4014,21,5.0,1395619200.0
143,1992,21,4.0,1400284800.0
144,604,21,5.0,1401235200.0
145,2881,21,1.0,1403913600.0
146,4806,22,4.0,1390176000.0
147,1640,23,5.0,1398124800.0
148,2695,23,5.0,1396828800.0
149,1734,24,5.0,1389916800.0
150,4724,24,4.0,1393372800.0
151,414,25,5.0,1398988800.0
152,3145,26,4.0,1386720000.0
153,3333,27,5.0,1388534400.0
154,3012,28,5.0,1394841600.0
155,3288,28,3.0,1374278400.0
156,462,29,5.0,1355011200.0
157,1805,29,5.0,1355529600.0
158,261,30,4.0,1321315200.0
159,2480,31,5.0,1386892800.0
160,317,31,3.0,1388534400.0
161,940,31,4.0,1368057600.0
162,4288,32,1.0,1312156800.0
163,2305,32,4.0,1207699200.0
164,2288,33,2.0,1103328000.0
165,750,33,4.0,1104192000.0
166,2750,33,3.0,1204848000.0
167,4066,33,1.0,1180915200.0
168,3840,33,1.0,1308528000.0
169,1608,33,1.0,1141084800.0
170,1533,33,1.0,1116806400.0
171,309,33,1.0,1111449600.0
172,4742,33,1.0,1133395200.0
173,3710,33,1.0,1104537600.0
174,67,34,5.0,1388448000.0
175,3965,35,1.0,1330732800.0
176,2693,35,1.0,1319673600.0
177,303,35,4.0,1281744000.0
178,613,35,5.0,1300492800.0
179,1406,35,5.0,1359676800.0
180,3885,36,5.0,1182816000.0
181,4756,36,3.0,1323475200.0
182,444,37,4.0,1405382400.0
183,4811,37,4.0,1405209600.0
184,2853,37,5.0,1405641600.0
185,3628,37,4.0,1405987200.0
186,1341,37,5.0,1405123200.0
187,4512,37,4.0,1302912000.0
188,1960,37,5.0,1367280000.0
189,4411,37,3.0,1383782400.0
190,2729,37,5.0,1385337600.0
191,1388,37,5.0,1372636800.0
192,2970,37,5.0,1316908800.0
193,310,37,5.0,1325376000.0
194,2460,37,5.0,1373846400.0
195,1439,37,5.0,1388016000.0
196,217,37,3.0,1361059200.0
197,1274,37,5.0,1336521600.0
198,527,37,5.0,1323993600.0
199,3037,37,4.0,1385164800.0
200,1193,37,5.0,1370476800.0
201,2586,37,1.0,1359504000.0
202,3233,37,5.0,1402358400.0
203,297,37,4.0,1369267200.0
204,4870,37,1.0,1343260800.0
205,4605,37,5.0,1381190400.0
206,3041,37,5.0,1351296000.0
207,4765,37,4.0,1283126400.0
208,4621,37,3.0,1379203200.0
209,4351,37,5.0,1375660800.0
210,210,37,4.0,1311292800.0
211,1004,37,5.0,1360454400.0
212,3720,37,5.0,1368316800.0
213,4798,37,5.0,1365465600.0
214,3534,37,5.0,1388448000.0
215,998,37,4.0,1377907200.0
216,4569,37,5.0,1374364800.0
217,3453,37,5.0,1400457600.0
218,2851,37,5.0,1293580800.0
219,2519,37,3.0,1315008000.0
220,557,37,5.0,1326412800.0
221,382,37,5.0,1360972800.0
222,2707,37,4.0,1304812800.0
223,581,37,5.0,1383955200.0
224,3892,37,4.0,1393977600.0
225,523,37,5.0,1377475200.0
226,1877,37,5.0,1311465600.0
227,2870,37,4.0,1389052800.0
228,295,37,4.0,1294617600.0
229,1046,37,5.0,1377561600.0
230,2985,37,5.0,1346716800.0
231,343,37,3.0,1317168000.0
232,2606,37,5.0,1357257600.0
233,2414,37,3.0,1361232000.0
234,3880,37,4.0,1368835200.0
235,4257,37,5.0,1325116800.0
236,3580,37,5.0,1388966400.0
237,714,37,5.0,1321488000.0
238,3212,37,1.0,1336348800.0
239,3570,37,5.0,1325116800.0
240,1551,37,5.0,1361404800.0
241,4526,37,5.0,1331942400.0
242,3640,37,1.0,1360454400.0
243,4714,37,5.0,1367884800.0
244,191,37,4.0,1366156800.0
245,651,37,4.0,1354665600.0
246,4913,37,5.0,1393113600.0
247,1076,37,5.0,1404777600.0
248,3854,37,5.0,1363219200.0
249,475,37,4.0,1365724800.0
250,1167,37,5.0,1384905600.0
251,465,37,5.0,1384819200.0
252,4142,37,4.0,1386201600.0
253,4173,37,5.0,1379721600.0
254,4212,37,5.0,1364083200.0
255,577,37,5.0,1322524800.0
256,1927,37,5.0,1397606400.0
257,2409,37,5.0,1369785600.0
258,3960,37,5.0,1391990400.0
259,3060,37,5.0,1357689600.0
260,4889,37,5.0,1404000000.0
261,4879,37,5.0,1374105600.0
262,3512,37,5.0,1310515200.0
263,4628,37,4.0,1354233600.0
264,4378,37,4.0,1357257600.0
265,2732,37,5.0,1357603200.0
266,3510,37,5.0,1402617600.0
267,2575,37,5.0,1379203200.0
268,3535,37,5.0,1306886400.0
269,3914,37,4.0,1399075200.0
270,709,37,4.0,1336435200.0
271,4271,37,5.0,1369008000.0
272,2673,37,2.0,1367193600.0
273,4558,37,5.0,1375574400.0
274,2012,37,5.0,1317686400.0
275,4113,37,5.0,1404604800.0
276,3881,37,5.0,1324684800.0
277,1195,37,5.0,1393286400.0
278,1790,37,5.0,1311724800.0
279,18,37,4.0,1326067200.0
280,3462,37,4.0,1330128000.0
281,3067,37,5.0,1341014400.0
282,4721,37,5.0,1396828800.0
283,3715,37,4.0,1332374400.0
284,1723,37,5.0,1298678400.0
285,4867,37,5.0,1394064000.0
286,1368,37,4.0,1402531200.0
287,1981,37,5.0,1371600000.0
288,1265,37,4.0,1323302400.0
289,1624,37,4.0,1312934400.0
290,4882,37,5.0,1337299200.0
291,2644,37,3.0,1354147200.0
292,4202,37,5.0,1364428800.0
293,770,37,5.0,1345161600.0
294,1411,37,4.0,1296086400.0
295,96,37,5.0,1356220800.0
296,3839,37,5.0,1353801600.0
297,3684,37,4.0,1291766400.0
298,2084,37,5.0,1404604800.0
299,2818,37,1.0,1284595200.0
300,3812,37,5.0,1332201600.0
301,1591,37,5.0,1290211200.0
302,2844,37,5.0,1364774400.0
303,2057,37,4.0,1306800000.0
304,4792,37,1.0,1355616000.0
305,1980,37,3.0,1380844800.0
306,1592,37,5.0,1329436800.0
307,3483,37,5.0,1327795200.0
308,3794,37,2.0,1394582400.0
309,3109,37,2.0,1342051200.0
310,438,37,5.0,1377129600.0
311,3675,37,5.0,1362614400.0
312,4813,37,5.0,1327276800.0
313,3285,37,5.0,1393459200.0
314,467,37,4.0,1366588800.0
315,2144,37,5.0,1373068800.0
316,1247,37,2.0,1333843200.0
317,4700,37,5.0,1327881600.0
318,4864,37,5.0,1379721600.0
319,1310,37,4.0,1313539200.0
320,23,37,5.0,1404864000.0
321,2821,37,4.0,1399161600.0
322,3494,37,5.0,1286582400.0
323,137,37,5.0,1370563200.0
324,1335,37,4.0,1402617600.0
325,1239,37,4.0,1320278400.0
326,3402,37,4.0,1352332800.0
327,4194,37,5.0,1311465600.0
328,547,37,5.0,1360281600.0
329,4763,37,5.0,1297814400.0
330,3750,37,3.0,1310428800.0
331,826,37,5.0,1347494400.0
332,1329,37,5.0,1366848000.0
333,2074,37,4.0,1354147200.0
334,358,37,5.0,1361059200.0
335,4566,37,5.0,1335052800.0
336,2256,37,5.0,1385078400.0
337,2797,37,5.0,1306800000.0
338,718,37,5.0,1342137600.0
339,607,37,5.0,1326326400.0
340,3226,37,5.0,1358553600.0
341,1041,37,5.0,1324944000.0
342,1537,37,5.0,1360454400.0
343,4825,37,5.0,1393977600.0
344,2110,37,5.0,1395014400.0
345,1376,37,5.0,1376956800.0
346,2417,37,5.0,1352851200.0
347,161,37,5.0,1386633600.0
348,4829,37,5.0,1372896000.0
349,3414,37,3.0,1355097600.0
350,611,37,5.0,1340496000.0
351,1731,37,4.0,1336521600.0
352,1164,37,4.0,1287014400.0
353,4507,37,5.0,1388620800.0
354,3605,37,5.0,1373587200.0
355,652,37,5.0,1396483200.0
356,4309,37,4.0,1364947200.0
357,2863,37,5.0,1358985600.0
358,16,37,5.0,1310083200.0
359,1261,37,5.0,1403222400.0
360,3691,37,4.0,1382486400.0
361,3733,37,5.0,1375660800.0
362,3054,37,4.0,1324598400.0
363,2708,37,5.0,1385337600.0
364,889,37,4.0,1396742400.0
365,3278,37,4.0,1369353600.0
366,1845,37,4.0,1366588800.0
367,3298,37,5.0,1390348800.0
368,3582,37,5.0,1388966400.0
369,1053,37,5.0,1359417600.0
370,712,37,5.0,1327536000.0
371,2262,37,5.0,1382054400.0
372,1544,37,4.0,1359936000.0
373,2251,37,3.0,1348185600.0
374,1528,37,5.0,1293753600.0
375,2724,37,2.0,1323907200.0
376,1501,37,5.0,1362182400.0
377,1824,37,5.0,1357689600.0
378,2121,37,5.0,1267747200.0
379,3551,37,5.0,1286236800.0
380,2410,37,5.0,1350345600.0
381,2306,37,5.0,1361750400.0
382,1500,37,5.0,1319155200.0
383,2089,37,4.0,1369872000.0
384,1553,37,5.0,1320537600.0
385,813,37,5.0,1342828800.0
386,658,37,5.0,1383523200.0
387,3372,37,5.0,1324598400.0
388,3859,37,5.0,1306886400.0
389,3544,37,5.0,1395619200.0
390,3699,37,5.0,1360540800.0
391,419,37,4.0,1393372800.0
392,2442,37,3.0,1385856000.0
393,150,37,5.0,1357344000.0
394,1685,37,4.0,1376611200.0
395,3090,37,5.0,1346198400.0
396,4874,37,5.0,1366588800.0
397,3460,37,5.0,1357171200.0
398,4256,37,4.0,1350172800.0
399,3661,37,4.0,1361404800.0
400,2114,37,5.0,1355616000.0
401,2902,37,5.0,1389571200.0
402,1354,37,4.0,1342569600.0
403,2420,37,5.0,1361750400.0
404,1953,37,5.0,1388102400.0
405,2980,37,3.0,1328572800.0
406,1120,37,5.0,1354579200.0
407,569,37,5.0,1342915200.0
408,4852,37,5.0,1394323200.0
409,2664,37,5.0,1371427200.0
410,1725,37,5.0,1364083200.0
411,1811,37,4.0,1331078400.0
412,3566,37,4.0,1390435200.0
413,3700,37,1.0,1323907200.0
414,3653,37,4.0,1388707200.0
415,4816,37,4.0,1395705600.0
416,3560,37,4.0,1367798400.0
417,468,37,4.0,1398384000.0
418,534,37,4.0,1333584000.0
419,4127,37,5.0,1363737600.0
420,4331,37,4.0,1380931200.0
421,1230,37,4.0,1340755200.0
422,1156,37,5.0,1356566400.0
423,2301,37,5.0,1375660800.0
424,2700,37,4.0,1306281600.0
425,1920,37,5.0,1320969600.0
426,4204,37,4.0,1392076800.0
427,857,37,4.0,1393545600.0
428,487,37,5.0,1367971200.0
429,85,37,4.0,1358899200.0
430,2316,37,4.0,1384214400.0
431,2337,37,5.0,1388707200.0
432,4360,37,4.0,1395187200.0
433,3502,37,1.0,1397088000.0
434,446,37,4.0,1366761600.0
435,657,37,5.0,1317254400.0
436,4380,37,5.0,1391817600.0
437,3208,37,5.0,1382227200.0
438,123,37,4.0,1296950400.0
439,806,37,5.0,1346457600.0
440,1331,37,5.0,1325980800.0
441,1505,37,5.0,1351382400.0
442,3696,37,5.0,1322524800.0
443,114,37,4.0,1371427200.0
444,957,37,5.0,1386201600.0
445,3557,37,4.0,1380240000.0
446,626,37,5.0,1356048000.0
447,2211,37,5.0,1356566400.0
448,1603,37,5.0,1388275200.0
449,2753,37,5.0,1325548800.0
450,1056,37,2.0,1362960000.0
451,1013,37,5.0,1359504000.0
452,4024,37,5.0,1345420800.0
453,4869,37,2.0,1336694400.0
454,432,37,3.0,1366848000.0
455,306,37,5.0,1390780800.0
456,2864,37,5.0,1360454400.0
457,1663,37,5.0,1379462400.0
458,1291,37,4.0,1384300800.0
459,2176,37,4.0,1324080000.0
460,3507,37,4.0,1360195200.0
461,1007,37,4.0,1293408000.0
462,2658,37,5.0,1288310400.0
463,744,37,4.0,1282867200.0
464,2553,37,4.0,1341360000.0
465,2088,37,2.0,1355702400.0
466,1085,37,5.0,1402790400.0
467,3104,37,5.0,1324684800.0
468,1412,37,3.0,1295222400.0
469,329,37,5.0,1332028800.0
470,4101,37,5.0,1354924800.0
471,795,37,4.0,1369353600.0
472,3096,37,4.0,1366416000.0
473,1217,37,4.0,1297468800.0
474,2006,37,1.0,1354320000.0
475,3011,37,4.0,1360540800.0
476,1258,37,5.0,1370563200.0
477,1772,37,5.0,1393718400.0
478,4839,37,5.0,1384128000.0
479,3767,37,5.0,1319587200.0
480,177,37,3.0,1359331200.0
481,1590,37,5.0,1362700800.0
482,4757,37,5.0,1375142400.0
483,443,37,5.0,1391472000.0
484,2923,37,5.0,1333497600.0
485,204,37,5.0,1391731200.0
486,3171,37,5.0,1319328000.0
487,749,37,5.0,1346198400.0
488,2925,37,5.0,1290384000.0
489,4262,37,5.0,1317513600.0
490,1898,37,5.0,1395878400.0
491,3069,37,5.0,1373587200.0
492,116,37,5.0,1326153600.0
493,3215,37,5.0,1386374400.0
494,2919,37,5.0,1296432000.0
495,1147,37,5.0,1376870400.0
496,1965,37,5.0,1392076800.0
497,3543,37,4.0,1357171200.0
498,4666,37,3.0,1337040000.0
499,1669,37,4.0,1360281600.0
500,1606,37,4.0,1362614400.0
501,4502,37,5.0,1355184000.0
502,1974,37,5.0,1297382400.0
503,1473,37,5.0,1335916800.0
504,3642,37,5.0,1309564800.0
505,311,37,5.0,1325116800.0
506,3514,37,1.0,1324857600.0
507,917,37,4.0,1323302400.0
508,936,37,5.0,1373414400.0
509,3823,37,5.0,1386720000.0
510,3634,37,5.0,1372291200.0
511,1472,37,5.0,1349740800.0
512,1183,37,5.0,1356912000.0
513,1141,37,5.0,1346716800.0
514,2034,37,4.0,1323043200.0
515,1938,37,5.0,1359331200.0
516,1835,37,5.0,1387670400.0
517,2921,37,1.0,1291161600.0
518,474,37,5.0,1395446400.0
519,2790,37,5.0,1284508800.0
520,3666,37,1.0,1312588800.0
521,1381,37,5.0,1335225600.0
522,105,37,5.0,1377734400.0
523,1330,37,4.0,1288656000.0
524,267,37,3.0,1326153600.0
525,916,37,5.0,1382400000.0
526,1617,37,4.0,1295654400.0
527,1580,37,5.0,1360886400.0
528,4231,37,5.0,1340236800.0
529,1739,37,5.0,1396828800.0
530,371,37,5.0,1323475200.0
531,3135,37,5.0,1384646400.0
532,2149,37,5.0,1392076800.0
533,76,37,5.0,1284854400.0
534,2557,37,3.0,1361750400.0
535,3977,37,4.0,1366761600.0
536,2765,37,5.0,1359244800.0
537,606,37,1.0,1340668800.0
538,81,37,5.0,1384041600.0
539,4576,37,3.0,1315267200.0
540,3169,37,5.0,1387497600.0
541,3098,37,5.0,1338768000.0
542,2961,37,4.0,1364947200.0
543,142,37,4.0,1314057600.0
544,3803,37,5.0,1399248000.0
545,1348,37,4.0,1287360000.0
546,2246,37,5.0,1364083200.0
547,1678,37,5.0,1396396800.0
548,636,37,5.0,1314748800.0
549,300,37,5.0,1374624000.0
550,4768,37,4.0,1330819200.0
551,3531,37,1.0,1347321600.0
552,1320,37,4.0,1288483200.0
553,938,37,5.0,1352419200.0
554,4491,37,5.0,1325548800.0
555,4562,37,2.0,1388448000.0
556,1589,37,5.0,1358294400.0
557,1243,37,2.0,1335916800.0
558,3223,37,5.0,1361491200.0
559,838,37,5.0,1359763200.0
560,2625,37,5.0,1336089600.0
561,4068,37,5.0,1360627200.0
562,4033,37,4.0,1383782400.0
563,1059,37,5.0,1305244800.0
564,1319,37,3.0,1403481600.0
565,1181,37,5.0,1404604800.0
566,2491,37,5.0,1332028800.0
567,3367,37,5.0,1401580800.0
568,846,37,5.0,1369008000.0
569,2489,37,1.0,1344124800.0
570,4345,37,1.0,1325635200.0
571,1641,37,1.0,1322611200.0
572,181,37,5.0,1366156800.0
573,3103,37,4.0,1404691200.0
574,2988,37,3.0,1360281600.0
575,3220,37,5.0,1367971200.0
576,3877,37,5.0,1340323200.0
577,1426,37,5.0,1364774400.0
578,3858,37,4.0,1342483200.0
579,1813,37,5.0,1377561600.0
580,2833,37,5.0,1389052800.0
581,52,37,5.0,1388620800.0
582,77,37,4.0,1311552000.0
583,3081,37,4.0,1360108800.0
584,2447,37,5.0,1388707200.0
585,4856,37,1.0,1294531200.0
586,129,37,3.0,1359158400.0
587,4467,37,5.0,1265500800.0
588,318,37,4.0,1319241600.0
589,2657,37,5.0,1388620800.0
590,1773,37,5.0,1390176000.0
591,985,37,4.0,1293408000.0
592,752,37,4.0,1390867200.0
593,3241,37,5.0,1386288000.0
594,3866,37,5.0,1292371200.0
595,2737,37,5.0,1367366400.0
596,1539,37,5.0,1357084800.0
597,65,37,5.0,1298678400.0
598,4898,37,5.0,1374451200.0
599,1842,37,5.0,1361232000.0
600,1596,37,5.0,1371686400.0
601,3900,37,5.0,1355097600.0
602,3954,37,2.0,1365465600.0
603,4232,37,5.0,1332115200.0
604,3031,37,3.0,1343088000.0
605,835,37,5.0,1357862400.0
606,2629,37,4.0,1377388800.0
607,198,37,5.0,1341878400.0
608,4429,37,5.0,1331683200.0
609,2296,37,5.0,1350086400.0
610,2742,37,4.0,1335916800.0
611,1372,37,4.0,1384732800.0
612,1157,37,5.0,1379462400.0
613,4063,37,5.0,1392768000.0
614,4423,37,4.0,1291680000.0
615,537,37,5.0,1372550400.0
616,1211,37,4.0,1322438400.0
617,3159,37,5.0,1379289600.0
618,360,37,5.0,1373155200.0
619,1148,37,5.0,1293580800.0
620,2866,37,1.0,1374192000.0
621,788,37,5.0,1380067200.0
622,1706,37,4.0,1335312000.0
623,377,37,5.0,1358035200.0
624,968,37,4.0,1367193600.0
625,4120,37,4.0,1360108800.0
626,1653,37,5.0,1380672000.0
627,4739,37,5.0,1289260800.0
628,3771,37,5.0,1384732800.0
629,3726,37,5.0,1372204800.0
630,3650,37,5.0,1353456000.0
631,1316,37,2.0,1368144000.0
632,1200,37,5.0,1286150400.0
633,3564,37,5.0,1360627200.0
634,4881,37,4.0,1386460800.0
635,2355,37,5.0,1358553600.0
636,3756,37,5.0,1366243200.0
637,967,37,5.0,1360454400.0
638,2309,37,3.0,1362700800.0
639,2457,37,5.0,1355875200.0
640,941,37,5.0,1355702400.0
641,4444,37,5.0,1363305600.0
642,265,37,5.0,1375315200.0
643,996,37,4.0,1293408000.0
644,1930,37,4.0,1288483200.0
645,746,37,4.0,1359936000.0
646,4888,37,5.0,1322870400.0
647,2528,37,5.0,1376092800.0
648,3116,37,4.0,1320883200.0
649,3819,37,5.0,1391990400.0
650,2141,37,4.0,1352764800.0
651,3057,37,5.0,1356566400.0
652,1115,37,5.0,1362700800.0
653,54,37,5.0,1387497600.0
654,1236,37,5.0,1351036800.0
655,86,37,3.0,1336694400.0
656,1114,37,5.0,1356220800.0
657,4430,37,5.0,1382140800.0
658,3211,37,5.0,1360972800.0
659,3874,37,5.0,1356739200.0
660,3108,37,5.0,1365120000.0
661,2175,37,5.0,1341878400.0
662,93,37,4.0,1394409600.0
663,102,37,5.0,1331769600.0
664,1951,37,3.0,1358899200.0
665,3021,37,5.0,1325030400.0
666,4287,37,4.0,1334188800.0
667,1831,37,4.0,1300665600.0
668,1529,37,5.0,1380153600.0
669,327,37,5.0,1356566400.0
670,3792,37,5.0,1324857600.0
671,3612,37,5.0,1377734400.0
672,1231,37,5.0,1329436800.0
673,319,37,5.0,1322092800.0
674,1443,37,5.0,1384646400.0
675,4701,37,4.0,1326844800.0
676,4572,37,4.0,1401753600.0
677,4017,37,5.0,1386633600.0
678,39,37,4.0,1389052800.0
679,1191,37,5.0,1320105600.0
680,4324,37,5.0,1390348800.0
681,3821,37,5.0,1355443200.0
682,4015,37,5.0,1368057600.0
683,2173,37,5.0,1385942400.0
684,1401,37,4.0,1374192000.0
685,2905,37,5.0,1372204800.0
686,4071,37,5.0,1303084800.0
687,190,37,5.0,1297641600.0
688,2952,37,5.0,1379462400.0
689,1884,37,3.0,1325203200.0
690,2413,37,5.0,1374278400.0
691,4363,37,3.0,1356307200.0
692,1569,37,5.0,1389312000.0
693,1227,37,5.0,1361923200.0
694,464,37,4.0,1351555200.0
695,1399,37,5.0,1207526400.0
696,3953,37,5.0,1324944000.0
697,41,37,5.0,1291161600.0
698,1928,37,4.0,1294012800.0
699,2276,37,5.0,1293753600.0
700,314,37,5.0,1363910400.0
701,4484,37,5.0,1373068800.0
702,2466,37,5.0,1358985600.0
703,2963,37,5.0,1334966400.0
704,273,37,4.0,1383868800.0
705,1328,37,5.0,1394928000.0
706,4388,37,4.0,1292803200.0
707,4699,37,5.0,1370822400.0
708,1742,37,5.0,1289520000.0
709,2085,37,5.0,1335484800.0
710,548,37,5.0,1386460800.0
711,4323,37,4.0,1322784000.0
712,88,37,4.0,1363305600.0
713,3791,37,3.0,1376784000.0
714,3856,37,5.0,1390953600.0
715,4093,37,5.0,1371254400.0
716,4349,37,5.0,1388534400.0
717,4460,37,5.0,1390780800.0
718,974,37,5.0,1360540800.0
719,3125,37,2.0,1354406400.0
720,3990,37,5.0,1358985600.0
721,4584,37,5.0,1317168000.0
722,3501,37,5.0,1367712000.0
723,3354,37,4.0,1374451200.0
724,1983,37,2.0,1382659200.0
725,3062,37,5.0,1376784000.0
726,155,37,3.0,1326412800.0
727,3377,37,5.0,1370649600.0
728,776,37,5.0,1387238400.0
729,4277,37,5.0,1355702400.0
730,4328,37,5.0,1315958400.0
731,1677,37,4.0,1390089600.0
732,507,37,2.0,1355097600.0
733,1005,37,1.0,1327363200.0
734,1613,37,5.0,1380412800.0
735,3982,37,5.0,1318550400.0
736,1714,37,5.0,1358812800.0
737,2248,37,5.0,1403395200.0
738,4697,37,5.0,1383868800.0
739,1893,37,5.0,1356652800.0
740,1852,37,5.0,1380844800.0
741,1361,37,5.0,1337904000.0
742,902,37,5.0,1390262400.0
743,3995,37,5.0,1360540800.0
744,3562,37,5.0,1372377600.0
745,1878,37,1.0,1287187200.0
746,2843,37,4.0,1372118400.0
747,2810,37,3.0,1328400000.0
748,4383,37,5.0,1370476800.0
749,3778,37,5.0,1366934400.0
750,2090,37,5.0,1384387200.0
751,2650,37,5.0,1383523200.0
752,3614,37,5.0,1402790400.0
753,1803,37,2.0,1288396800.0
754,2976,37,5.0,1395705600.0
755,4523,37,4.0,1296777600.0
756,3732,37,5.0,1361232000.0
757,3336,37,5.0,1395532800.0
758,1955,37,5.0,1394064000.0
759,4520,37,5.0,1357171200.0
760,4515,37,5.0,1385769600.0
761,34,37,5.0,1360195200.0
762,1203,37,3.0,1310688000.0
763,605,37,5.0,1289692800.0
764,1088,37,5.0,1359244800.0
765,1855,37,4.0,1395705600.0
766,532,37,5.0,1372636800.0
767,2137,37,5.0,1301875200.0
768,1788,37,5.0,1395100800.0
769,471,37,5.0,1360713600.0
770,887,37,5.0,1360540800.0
771,1775,37,5.0,1263168000.0
772,4110,37,4.0,1228694400.0
773,4041,37,5.0,1393027200.0
774,1871,37,5.0,1328140800.0
775,11,37,5.0,1353542400.0
776,4705,37,5.0,1355529600.0
777,609,37,5.0,1352937600.0
778,3911,37,5.0,1285804800.0
779,2308,37,5.0,1367107200.0
780,3420,37,4.0,1325116800.0
781,2393,37,5.0,1393459200.0
782,4088,37,5.0,1358380800.0
783,4761,37,5.0,1398988800.0
